id,user_description,user_location,coordinates,text,geo,user_name,user_created,user_followers,id_str,created,retweet_count,user_bg_color,polarity,subjectivity
179,Seems like I must have one of these to rant at the incompetent/sycophantic political/Media class of our country.,"South West, England",,@Reuters The headline should read right wing Tory knob head who is aligned with trump and the other right wing raci… https://t.co/iXPj0RNmIn,,AndCoat,2020-05-03T09:39:50,2,1257348742048595968,2020-05-04T16:37:55,0,F5F8FA,0.1488095238095238,0.48214285714285715
180,Like books by Jiraiya and leading team 7 for the village hidden in the leaves.,,,Download the official Donald Trump for President mobile app to get involved and share it with your friends! Togethe… https://t.co/OsoKXzCjxo,,EroSennin2112,2012-12-05T03:41:42,100,1257348742316994560,2020-05-04T16:37:55,0,C0DEED,0.0,0.0
181,My sense of humour,,,"@kimguilfoyle DELUSIONAL DONNIE screwed up royally with COVID19, so now you are doing what every Trump lover does..… https://t.co/mtT0Jugrf9",,PierceyWendy,2019-09-26T14:33:00,2,1257348743130734592,2020-05-04T16:37:55,0,F5F8FA,0.0,0.0
182,Donald Trump and the GOP have one goal: The preservation of white privilege and power in this country. They must go as we seek to restore a more just America.,,,Did I not just say 100K by June?,,occamsrazor45,2008-03-23T12:08:16,2706,1257348743759888385,2020-05-04T16:37:55,0,241ADB,0.0,0.0
183,,,,"Trump says he's been treated worse than Lincoln by press

That's because he's no Lincoln
Just a 'cry baby'
The guy… https://t.co/Cq3bT90dO5",,spl4cs,2016-12-11T06:45:23,3,1257348744095444994,2020-05-04T16:37:55,0,F5F8FA,-0.4,0.6
184,Running for POTUS in the tradition of Pat Paulsen and Snoopy. Zero lobbyists fund my campaign. #M4A 🌹⚛ http://medium.com/@ellenbethgill,,,"@ASkojec @anthonypfarda Insanity. No, a libertarian friend of Ron Paul and Trump is not the best hope for change. I… https://t.co/PiNBLxp4BS",,i_lfor,2015-08-20T01:39:53,86,1257348744242171904,2020-05-04T16:37:55,0,C0DEED,1.0,0.3
185,Democrat but independent thinker.,,,"@BBCWorld The health experts have said 100,000-200,000 since February. Don’t listen to trump, listen to the scientists.",,hannum_reddy,2020-02-08T02:46:07,8,1257348744691044355,2020-05-04T16:37:55,0,F5F8FA,0.0,0.0
186,Live life. Love life. Enjoy life. Serve all you can. Love as many as you can. Live as hard as you can. #YOLO,,,@realDonaldTrump this right here👇🏽,,SassieVet,2015-03-19T03:13:58,378,1257348744544165892,2020-05-04T16:37:55,0,C0DEED,0.2857142857142857,0.5357142857142857
187,Humanist; M.S. Health Systems Management; #COVID19 = pandemic. We are sicker than we think. Still searching 4 #Palestine on google maps. My tweets are MY tweets,"Chicago, IL",,"No single source of truth. Trump has effectively obfuscated testing, tracing &amp; reporting &amp; now different projection… https://t.co/wbs8mbnmgk",,JoelFarran,2018-05-03T17:44:51,433,1257348745471176704,2020-05-04T16:37:55,0,F5F8FA,0.2119047619047619,0.5380952380952381
188,LCD is the most powerful mind-altering substance. Engineer interested in words,"San Francisco, CA",,@balajis Trump’s biggest impact is the result of this poll,,MichaelTauberg,2009-03-16T21:06:32,192,1257348746846842885,2020-05-04T16:37:56,0,000000,0.0,0.0
189,,Chinatown,,@PrisonPlanet Bush did far more damage to the world than Trump ever will. Bush is a liberal luvvie now.....Libtards are quite deranged.,,Tommy_Turner64,2017-01-25T18:39:12,15,1257348747698339843,2020-05-04T16:37:56,0,F5F8FA,0.3,0.75
190,,"Orland Park, IL",,"Wish he had called for putting aside the partisan politics, then the DO NOTHING REPUBLICANS could have done their j… https://t.co/614mnaaIw9",,bmmcelligott,2013-08-12T11:52:11,15,1257348747622842368,2020-05-04T16:37:56,0,C0DEED,0.0,0.0
191,,,,Vote him out in 2020,,Tedward3870,2010-10-03T21:29:22,657,1257348747668979717,2020-05-04T16:37:56,0,C0DEED,0.0,0.0
192,"never got out of twitmo, new acct, People over profits,Love your Mother Earth, No human is illegal, WATER is SACRED,  Fuck trump and his nazi friends! RESIST!",,,One almost has to look at him with pity. He is so desperate for praise. I for one am so tired of his adolescent nam… https://t.co/eyHNswnWVS,,Sheefairee,2019-11-06T13:08:59,784,1257348747933167617,2020-05-04T16:37:56,0,F5F8FA,-0.3666666666666667,0.6333333333333333
193,"Voting Green Party 2020. Healthcare, education, livable wage, taking on climate change, ending corporate socialism helps OUR kids. Dem-Exit. #NeverBiden",Philadelphia-ish ,,That means Indivisible is not progressive. Christ we need a new word that isn’t socialist.,,kburton40,2009-04-18T00:04:44,9416,1257348748377837568,2020-05-04T16:37:56,0,C0DEED,0.13636363636363635,0.45454545454545453
194,Bruh... I invented skinny condoms for Schifty & Swallowell and I'm filthy rich.....Navy 72-75 DE-1059  my pronouns are F and U,Floriduh,,@JRubinBlogger Imagine spending your whole life crying about Trump https://t.co/7M4RGEGdKO,,PaulGavigan4,2019-09-20T02:11:56,1551,1257348748553969664,2020-05-04T16:37:56,0,F5F8FA,0.0,0.5
195,"Sencillo, directo al grano sin rodeos.

Believing heart is your magic!

PC Master Race 🖥️⌨️ | Conservador | SPA / ENG | Amante del Internet libre |","Delta Amacuro, Venezuela",,"@RCamachoVzla Segun el plan de la ""oposicion"" socialista es jalarlebolas a los militares de aqui para tumbar a mado… https://t.co/MQoTV1g0gu",,mrlegit420,2018-02-11T06:55:29,1137,1257348748822417415,2020-05-04T16:37:56,0,000000,0.0,0.0
196,Ever more horrified,East coast,,"@CT_Bergstrom It absolutely cannot. But it’s something Trump can understand and promote (and use, for example routi… https://t.co/3KteVu2GqD",,topherius1,2018-05-31T15:22:36,156,1257348749023682562,2020-05-04T16:37:56,0,F5F8FA,0.2,0.9
197,"Trust no one.
I don’t WANT ‘followers’ 🤨.",Norway.,,"There is a limit to how much abuse the rest of the world can take.
https://t.co/IXtk5Kg6K1",,Foreign97360109,2020-03-27T21:34:28,1,1257348748814028803,2020-05-04T16:37:56,0,F5F8FA,0.2,0.2
198,"STILL trying to find ONE thing about Trump that isn't LOATHSOME and CONTEMPTIBLE. Nothing so far. List me,I block you! No DMs! #Resist #FBR #Impeach #BlueWave","Fort Worth, TX",,"34 days of pandemic: Inside Trump's attempts to reopen America - The Washington Post

A long read, but an important… https://t.co/kZAta6AgLj",,dovnorman18,2016-12-01T14:26:44,17280,1257348749078167554,2020-05-04T16:37:56,0,F5F8FA,-0.05,0.4
199,"Husband, dad, grandpa, resister",United States,,@morningmika You should be saying this every minute of your show. The country needs to hear this. Bring on the wome… https://t.co/BLayzM2Ffh,,veg_je,2011-07-12T16:16:43,121,1257348749111840771,2020-05-04T16:37:56,0,C0DEED,0.0,0.0
200,#TRUMP2020 #KAG #MAGA Nothing but love for my fellow Patriots!  God Bless Our President!,"New Jersey, USA",,I CANNOT WAIT until @SpeakerPelosi finally gets the message that the American people will inevitably send her entir… https://t.co/2D5D7v7aKd,,C_Bcloser,2016-09-24T23:05:57,1355,1257348749023744000,2020-05-04T16:37:56,0,F5F8FA,0.0,0.6666666666666666
201,"I'm Spectre. Android Coder, writer, Resister & Ninja.

#Left #AntiRacist #Ally #FightForJustice #Resist

Blocked by Eric Trump!! aweeeeeee yeah!!",Canada,,"@AndrewScheer Shut up you fuckin diminutive mini-trump moron. 
You've done NOTHING... *Ahem* NOTHING for anyone. Ex… https://t.co/ypNxcCy9jK",,IraSpectre,2019-12-09T22:12:37,231,1257348750139437061,2020-05-04T16:37:57,0,F5F8FA,-0.8,1.0
202,"She/her. I write, I travel, I do stuff. I came for the fandom, got sucked into the politics. ITMF(Again). Right matters.",,,"@DeAnna4Congress Dammit, we've TOLD YOU. We're all scooting down the bench AWAY from Trump like he has the Rona, no… https://t.co/rgNBKKNqRS",,nwhepcat,2008-11-26T01:09:46,2407,1257348750860791809,2020-05-04T16:37:57,0,000000,-0.15555555555555559,0.2888888888888889
203,Declaring Record-Breaking Blue Wave 2020. #DareDevil #RollTide #Resister 🌊,"Alabaster, AL",,@Billeeejo @BaddCompani Badd/Billeejo... Remember this?  We shall weep what Trump SOWED...https://t.co/4mzgebNtF2,,FarmLadyFarm,2018-07-14T19:08:26,5239,1257348751880052741,2020-05-04T16:37:57,0,F5F8FA,0.0,0.0
204,"Situational troll. Come for the witticisms and bon mots, stay for the ad-hom fallacies. Trump's a cancer that, left unchecked, will kill America. (NYY/NYJ/SYR)",,,"@co_rapunzel4 NYT: CDC/FEMA projecting near doubling in daily deaths by 6/1, and an eightfold increase in new cases… https://t.co/b3Lky1cA3W",,manerdm,2017-09-24T13:32:58,423,1257348751942918144,2020-05-04T16:37:57,0,F5F8FA,0.07878787878787878,0.28484848484848485
205,"Treat people the way they treat you. I Block bots and idiots. love people watching and keeping fit. I am an Atheist, no apologies for that. #resister",The world is my oyster,,@pissandvinegar1 1918 to 1919 and inbetween 20 to 40 million people. It took me 10 seconds to look that up. It just… https://t.co/zp1NVh8cko,,johnmartin6248,2018-05-24T16:27:17,934,1257348752387563524,2020-05-04T16:37:57,0,F5F8FA,0.0,0.0
206,,,,#TrumpLiesPeopleDie,,Annoyed42364256,2019-11-24T20:45:48,164,1257348752504995850,2020-05-04T16:37:57,0,F5F8FA,0.0,0.0
207,The Practical Politics of Getting Things Done,"New York, NY",,"@HeathMayo @justinamash is a false choice. There's no path to victory for him, so a vote for him is a vote for Trump. Period. End of story.",,pragmaticNYC,2013-10-30T22:54:42,195,1257348752702148615,2020-05-04T16:37:57,0,C0DEED,-0.4000000000000001,0.6
208,"Analista de sistemas, churrasqueiro vegano e usuário de cloroquina. desenhista amador, cinéfilo, amigão da vizinhança!","Aparecida de Goiânia, Brasil",,"@JoseLuizIN O Bolsonaro é tão carente de poder, que ele acha que o Trump e o Netanyaho são seus besta freinds forev… https://t.co/Pp6pCnsxE9",,DannielJunior88,2016-11-04T00:13:39,0,1257348753171918848,2020-05-04T16:37:57,0,F5F8FA,0.0,0.0
209,"#dogs#cats#capybaras#resist#🤬🌈🏳️‍🌈
 70 yrs young, proud married Lesbian
Impeached orange evil 45* needs to go yesterday. and his crime family..NO BERNIE!","Yucca Valley, CA",,"change my name, but still hide for the rest of my pitiful life, that boy is so screwed!",,DianeWinn19,2018-06-11T16:20:29,1971,1257348753733926920,2020-05-04T16:37:57,0,000000,0.0,0.0
210,"US Army, 20+ years retired
College Educated
Proud Dem. Hates trumps actions. Actually knows more than you might think.",A transplant to AZ,,Ok I signed,,Realhum66478991,2019-07-17T17:07:24,486,1257348754631467009,2020-05-04T16:37:58,0,F5F8FA,0.5,0.5
211,I like facts and proof,"Chicago, IL",,@realDonaldTrump For God so hated trump he sent a plague and murder hornets to thwart his reelection. https://t.co/fVkt9fRK9E,,oldchiguy,2018-05-24T13:13:03,17,1257348754908332033,2020-05-04T16:37:58,0,F5F8FA,-0.9,0.7
212,Tucson Roadrunners PA announcer. Huge Cubs fan. Appellate attorney. Geek. Proud.  @D_Bunnie completes me.,"Chandler, AZ",,"@PortiaMcGonagal Not as long as Trump's base can get their nails done, their hair cut, and have a few good photo op… https://t.co/jVU05Upypg",,GoalieDad37,2009-05-23T21:45:21,691,1257348755449417733,2020-05-04T16:37:58,0,000000,-0.08750000000000002,0.525
213,"Independent; politically and socially.
Former Teamster, past NRA member.","New York, NY",,@realDonaldTrump @GOP “[I]ntelligence agencies were issuing ‘ominous’ classified warnings all throughout January an… https://t.co/vLmzeyHcMH,,dudleydwrightly,2013-01-19T12:48:24,24,1257348755646545926,2020-05-04T16:37:58,0,C0DEED,0.0,0.0
214,,,,"@tturnt1 @barbara_kuks @big_catsf @PamAqua2017 @DavidAgStone @JoeBiden Yes, I concede that Trump’s previous comment… https://t.co/sNzXQW1KOD",,Alexand00352844,2019-07-20T16:47:03,255,1257348755680092169,2020-05-04T16:37:58,0,F5F8FA,-0.16666666666666666,0.16666666666666666
215,Retired.Treat everyone with respect. 🌺🌺🐶🐶🐶🌹🇺🇸🇺🇸,,,Fantastic,,starrbasket,2014-10-07T13:20:21,3839,1257348755856273408,2020-05-04T16:37:58,0,C0DEED,0.4,0.9
216,"Ni santo, ni demonio. Católico practicante. 67 años de edad y 45 años de casado. Abuelo feliz ! 
De vuelta a la vida y muchas gracias por sus Oraciones !","Guayaquil, Ecuador",,La responsabilidad NO es de los subyugados ciudadanos chinos. Es exclusiva del Partido Comunista Chino y su dictado… https://t.co/H3mkNLBRO0,,JJVivasWagner,2014-04-14T21:06:44,1161,1257348755399102469,2020-05-04T16:37:58,0,C0DEED,0.0,0.0
217,👑#PrinceNavy 🦄 Divergent Heckler BZ w/ Dad's genealogy bitchwork. CCD grad/Reiki Master WWBHOD? Nemo me impune lacessit http://tinyurl.com/y8jwqcnb,$thygeekgoddess,,Pence doing the wee-wee dance all this time. https://t.co/CG4A4IXCht,,ThyGeekGoddess,2010-08-25T04:56:52,2261,1257348756204290050,2020-05-04T16:37:58,0,6F12BA,0.0,0.0
218,"Living one's destiny is the greatest challenge to oppression there is. If this means I must be unaccomodating to some men, so be it.",,,"wow so much courage to shoot &amp; kill a min-wage sec guard at a Dollar store. yeah that took some real bravery, skill… https://t.co/lZRZjjW2Ca",,backroads_linda,2011-12-25T20:45:57,2906,1257348757634666498,2020-05-04T16:37:58,0,C0DEED,0.1,0.5249999999999999
219,Affiliate account Sharing links to the best tees on the Internet.,"Pennsylvania, USA",,"@SlickRockWeb @ushadrons Da-doy.

Trumplicans won't push a ""Me too"" scenario because it begs too many questions abo… https://t.co/cOR0yM6k7b",,AngryMongoAFF,2017-05-06T15:04:24,20,1257348757781348355,2020-05-04T16:37:58,0,000000,0.5,0.5
220,,,,"@senmikelee @senromney
Will America Exist in 4 years if we trust the @GOP? Many don't think so.
#VOTEBLUE to save a… https://t.co/84LUXVBHqK",,fair_and_equal,2019-01-17T17:53:53,543,1257348757953417219,2020-05-04T16:37:58,0,F5F8FA,0.5,0.5
221,Liberal hard working ally lgbtq rights and animals advocate and also for gun laws and gun safety.,,,@JeanetteJ888 @68Sapphiregirl @MassGovernor @MassDPH Did you see Trump's tweet about Maine?,,Letsmakehistor3,2019-08-13T05:09:55,16,1257348758351876099,2020-05-04T16:37:59,0,F5F8FA,0.0,0.0
222,,"Brenham, TX",,@Catie3661733812 @Fight4Poker1 @mikey_potatoes @COforAmash @justinamash @amashforamerica Trump will be re-elected r… https://t.co/XYfHPGfp1F,,KyleGoodnight1,2014-03-13T03:02:55,15,1257348758599340033,2020-05-04T16:37:59,0,C0DEED,0.0,0.0
223,Artist/Photographer & Craft Beerpreneur in East Tennessee USA #Patriot  - Discerning and awake. #MAGA #KAG #TRUMP2020 #StopIllegalVoting #StopChainMigration,United States of America,,I hate these corrupt &amp; seemingly evil politicians like her in the way they are playing their cards to the total det… https://t.co/wgJKWWJAhX,,MrGandalf,2009-05-02T21:53:16,1101,1257348758863597569,2020-05-04T16:37:59,0,C6E2EE,-0.575,0.9125
224,i aint all that,,,president trump ranked as the worst president warms my heart,,gxbriellaxo,2012-12-12T22:59:25,3730,1257348759316553732,2020-05-04T16:37:59,0,131516,-1.0,1.0
225,,,,"We will have 500,000 dead by September if Trump and the GOP don't change course in a hurry.",,denngree,2010-03-20T16:56:22,1113,1257348759354331136,2020-05-04T16:37:59,0,C0DEED,-0.2,0.4
226,"🌹 Socialdemocrata, alma de cristal 
🌐 Globalista
🖤Fumito, Sabrina y AOC
Cuenta auxiliar: @nsuperrata2",,,"@Bugs_Meany @ne0liberal no, many adults think socialism is ""free stuff"", including president Trump. If you say any… https://t.co/VDheOYUhQo",,nsuperrata,2012-11-23T21:17:56,921,1257348759501123590,2020-05-04T16:37:59,0,000000,0.07500000000000001,0.65
227,"""I think the environment should be put in the category of our national security.Defense of our resources is just as important as defense abroad."" Robert Redford",USA,,@SarahKSilverman No wonder trump has no real friends.,,ShadyCarrello,2011-09-29T21:30:22,262,1257348759681486848,2020-05-04T16:37:59,0,C0DEED,-0.1,0.30000000000000004
228,"The #1 news outlet for public relations, public affairs, and marketing communications since 1968.","New York, NY",,Donald Trump attacks George W. Bush after the latter does a coronavirus video https://t.co/z3bx3QOwdE via @usatoday,,odwyerpr,2009-02-25T15:50:27,13755,1257348759962427393,2020-05-04T16:37:59,0,48494A,0.0,0.0
229,Radio Broadcaster | Executive | Operations Manager | Content Creator | Boricua | PR  #Music #Radio #Broadcasting #Tech,"Chicago, IL",,.@realDonaldTrump  Will you answer the question? #DonaldTrump #DonLemon,,MrArmandoRivera,2008-05-16T18:04:22,505,1257348760834801669,2020-05-04T16:37:59,0,9AE4E8,0.0,0.0
230,"PROUD VET, ADMIRER OF OUR LAW ENFORCER'S and OUR ARMED FORCES!!",N.D.,,@PalmerReport Hey Lemon if you dislike Trump so much why don't you throw your PURSE at him. You moron idiot!,,Gary35637853,2013-05-12T02:16:05,473,1257348761212289026,2020-05-04T16:37:59,0,000000,-0.5333333333333333,0.6666666666666666
231,"I'm becom-, I'm becom-, I'm becoming",Home,,So we’ve decided we’re cool with a million people dying at this point,,chicken__puppet,2012-10-02T16:15:32,1103,1257348761833127943,2020-05-04T16:37:59,0,000000,0.35,0.65
232,xoxo.,,,Trump incorrectly states that the Spanish Flu ended WW1 https://t.co/kksIsWQXez https://t.co/5A1XG1saOq,,notworno,2020-05-04T14:51:13,0,1257348749971599361,2020-05-04T16:37:57,0,F5F8FA,0.0,0.0
233,"Count on WCBD News 2 for the latest news, weather, sports and breaking news in the South Carolina Lowcountry.","Mount Pleasant, SC",,"Congress is mulling over a second round of stimulus payments, while President Donald Trump wants payroll tax cuts t… https://t.co/IAGmGRupBK",,WCBD,2008-07-08T19:35:56,68681,1257348764207132672,2020-05-04T16:38:00,0,FFFFFF,0.0,0.16666666666666666
234,"# TRUMP, IMPEACHED FORLIFW",Earth,,"@KimRuxton @nonocarbs Why TRUMP wants to kill millions of Americans ?
why he wants his supporters to create chaos a… https://t.co/SnlQxJoz8m",,not_a_sarcasm,2010-01-14T23:33:13,604,1257348765054382080,2020-05-04T16:38:00,0,C0DEED,0.2,0.1
235,"Lover of all animals, appreciate them don’t wear them. Lock up animal abusers,#Impeachtrump..British/ American. #TheBlueinitiative #theresistance. 🇬🇧 🇺🇸","West Virginia, USA",,Trump slams George W. Bush for pleading for national unity now instead of during impeachment https://t.co/Ydh8Ot9moq,,ProbertSue,2014-04-23T00:44:56,3239,1257348764731346946,2020-05-04T16:38:00,0,C0DEED,0.0,0.0
236,No drugs. 🚫💊 No alcohol. 🚫🍸 No cigarettes. 🚭 No tattoos. 🚫✒️,"Mooresville, NC",,"What kind of a ""man"" leaves the house wearing sandals?

This ain't the beach.",,thedallashansen,2014-10-17T21:47:50,540,1257348751183753217,2020-05-04T16:37:57,0,000000,0.6,0.9
237,"Pay no attention to the man behind the curtain... RT≠agree. Veteran, Homeschooling Dad, Mad Scientist. Not looking for a date on Twitter.","Plano, TX",,"@WelshFelix @strauser_t @cshea32 You know that we're only getting one side of the story, right? It takes less assum… https://t.co/xHsitamFhJ",,wizzofodd,2008-11-16T04:37:27,482,1257348758410592261,2020-05-04T16:37:59,0,131516,0.03968253968253968,0.5341269841269841
238,"Chronically ill Dad Gastroparesis/Crohn's-Colitis/Fibro/Spinal Degenerative Arthritis/Palsy/Disabled. Zen the F out! Immune compromised.
#Facts #FBR
#RebelScum❄","Pflugerville, TX",,"Wow, here is a nice piece of fiction.😐 https://t.co/NqqwIoWpbc #SmartNews",,denuribe73,2016-12-08T01:42:53,5471,1257348765561782280,2020-05-04T16:38:00,0,000000,0.35,1.0
239,,,,@Newsweek That is a trump/pompeo directed lie. They have corrupted the Intel community.,,Victori25587582,2016-11-28T02:11:58,11,1257348765641519105,2020-05-04T16:38:00,0,F5F8FA,0.0,0.0
240,,Idaholito,,"@Kate2Spirit @pattidavisaus Yeah, I agree. I guess my point is that the Dems could have a stronger candidate. The r… https://t.co/MvExTsM1nF",,circaserene,2018-01-10T06:15:43,6,1257348757458427907,2020-05-04T16:37:58,0,000000,0.0,0.0
241,#TAMU | Way of the Road,"College Station, TX",,@H34th3r5 @Reverend_Lyn @FriendlyWFakeID Just like Russia is to blame for Hillary losing? Lol. Don’t like Trump but come on. Lol.,,ricksterg17,2009-11-18T03:06:40,208,1257348765821947907,2020-05-04T16:38:00,0,C0DEED,0.8,0.7
242,Government & Politics Naturopath Medicine,,,@WHO @DrTedros We are being lie to. Poor Trump. Fire Dr Fauci. W.H.O. Deep State. Control. Data facts over fear. #… https://t.co/4r0AmPVXgt,,RaeJ03,2016-04-26T04:52:21,8,1257348766023258113,2020-05-04T16:38:00,0,F5F8FA,-0.2,0.5
243,"Conservative woman, posing as a weeping Founding Father, because Twitter is insane.
Woman Without A Party.
Christian.",NOT In Trumpville,,"@Real_MrBill @JackMarchetti Like I said, you do you.
I didn't vote for Trump in 2016, and I won't be voting for him… https://t.co/f9lA1stzEg",,GeorgeWept,2012-10-29T05:22:45,4565,1257348766102884355,2020-05-04T16:38:00,0,000000,0.0,0.0
244,"Scholar, teacher, mother, dancer, wine lover, provocateur.",,,"Again, as people keep saying ""see, this is stupid, we should never have shut down,"" a reminder: the shut down is to… https://t.co/8mxaH6nLte",,amy_prof,2013-04-09T18:13:30,426,1257348766765547520,2020-05-04T16:38:01,0,C0DEED,-0.3703703703703704,0.525925925925926
245,"Fisherman, Scallop Supplier, 10 years election candidate and only Ukip to keep deposit in Scotland,father of three, guitar player, git.","Scotland, United Kingdom",,"@FraserStewart7 @Stu1211 @patrickharvie No, the KKK were formed by southern democrats. You know - Obama’s lot. 😂😂😂😂… https://t.co/cLoSTt0DYV",,RobertS96481698,2017-05-01T08:02:11,35,1257348767554174976,2020-05-04T16:38:01,0,F5F8FA,0.0,0.0
246,,,,@floridagirlkaty @PEYS9377 @alyssahertzig @justinamash Next time there’ll be a worse Trump on the republican side a… https://t.co/VDe9RSUyso,,Tara84425043,2018-06-17T07:56:50,191,1257348767633870850,2020-05-04T16:38:01,0,F5F8FA,-0.2,0.3
247,"Nat'l Press Secretary, @dccc; Former championship-losing high school debater",,,@ every reporter who's tired of me saying health care will be the defining issue in November.,,RM_Patterson,2016-02-01T02:29:05,2373,1257348768162340865,2020-05-04T16:38:01,0,000000,-0.4,0.7
248,Conservative | NASCAR | NHL | NRA | GOP | Nabisco | Mayo | Rodeo | Honkey Tonk | Patriot | Pocket Passer | Jager shots | ASOIAF | LOTR | Christ | 🚩🚩,,,@BenjaminERogers @throneofthesun @Cernovich I hope he sees you tweeting from an IPhone that was assembled in a Hong… https://t.co/sSzU2tLpWq,,miya90094826,2020-02-15T21:30:21,72,1257348768426594304,2020-05-04T16:38:01,0,F5F8FA,0.0,0.0
249,,Waukesha Wi,,Ok got it.,,TedLWilliams,2009-12-26T14:59:37,31,1257348769504538627,2020-05-04T16:38:01,0,C0DEED,0.5,0.5
250,Media consults| Financial analyst| Animator|Photographer📸Writer|Graphic designer|Media enthusiast|Sociologist🌏|Feminist| Freelance journalist 📺🇳🇬 #Cfc,"Federal Capital Territory, Nig",,@Alex_Houseof308 https://t.co/5mihlvj2Q3,,_Bigchiefmedia,2019-10-26T13:21:54,576,1257348769739411456,2020-05-04T16:38:01,0,F5F8FA,0.0,0.0
251,Not a bot 🙄. Twitter likes to ban me for speaking truth so I keep opening new accts. This one has lasted a lot longer than my old ones. Must be losing my touch,,,@MattyJames1980 @SenRickScott And I will keep praising and voting for Sen. Scott. And Trump 👍😍 My family escaped co… https://t.co/i72rbRPfw1,,tryagain1121,2019-06-24T20:37:31,76,1257348769928134661,2020-05-04T16:38:01,0,F5F8FA,0.0,0.0
252,"If democracy is a dog, it caught it’s tail and is now eating itself.","Red Deer, Alberta",,"@charlesadler Of all the #trump images to get into the history books, this may be the go to.",,designmike1,2018-06-18T17:17:17,121,1257348770146258944,2020-05-04T16:38:01,0,F5F8FA,0.0,0.0
253,Rational thought over emotion. Intelligence over stupidity. I identify as a dragon.,,,"@EdgeofSports @realDonaldTrump No matter how bad Trump might be, I gotta say, your vitriol is pretty disturbing. I… https://t.co/CYxdAfQaYd",,dragongender,2017-04-17T13:52:00,33,1257348770234355719,2020-05-04T16:38:01,0,F5F8FA,-0.3166666666666666,0.8222222222222223
254,"From NY, Married Registered independent but prefer voting for liberal thinkers. Hoping for Trump departure before election.",,,"@twig_the why block MSNBC, what reason could you have ? Apparently you dislike trump as they do .",,Art19331,2019-03-23T21:04:02,124,1257355158272512006,2020-05-04T17:03:24,0,F5F8FA,0.05,0.35
255,Democrat. BS Political Science MPA Public Administration and Public Policy. #FBR #TheResistance #Biden2020 #RightMatters #GOPIsComplicit #wtp2020 🚫 DM,"Columbus, Georgia",,"@Jennife71344635 @bchristilynn I always do FBR parties on Fri &amp; Sat nights, sometimes up to 7 lists each night of p… https://t.co/lRu6I4yT3P",,1strongrobin,2010-05-29T17:04:43,4523,1257355158989701120,2020-05-04T17:03:25,0,C0DEED,0.0,0.0
256,Truth and transparency,,,Dems deploying DARPA-funded AI-driven information warfare tool to target pro-Trump accounts https://t.co/I1jsrBfz7e #FoxNews,,Lovemypresiden4,2018-12-13T12:57:41,7487,1257355159568605186,2020-05-04T17:03:25,0,F5F8FA,0.0,0.0
257,Love GameofThrones Minions LordoftheRings,,,@mmpadellan All he does is obsess about Trump. Take a break.,,JessieLatria,2018-05-30T17:30:35,8,1257355160529100800,2020-05-04T17:03:25,0,F5F8FA,0.0,0.0
258,Bored stoner 🤘 smol hippy punk ✌😋🖤 pan poly Satanist 😈 they/them 🦄 aspiring baker 🥐🎂🍩,Canada,,"Some one shoot him, then.",,Dirty_punky_,2017-04-17T12:21:37,42,1257355161397231617,2020-05-04T17:03:25,0,F5F8FA,0.0,0.0
259,PROUD WHITE CONSERVATIVE WOMAN,,,"PRAISE the LORD HALLELUJAH PRAISE the LORD HALLELUJAH PRAISE the LORD HALLELUJAH PRAISE GOD ALMIGHTY 
PRAISE GOD AL… https://t.co/TlhFayZSie",,Sue222V,2018-09-05T00:07:07,53,1257355161791537152,2020-05-04T17:03:25,0,F5F8FA,0.0,0.0
260,Opinions mine.,United States,,"@DaveWilliamsUSA So what? Cherry picking is not the answer. We dont have had a federal policy, especially when he k… https://t.co/13N36UNNzu",,jkelkar,2011-01-05T12:39:02,46,1257355162395475972,2020-05-04T17:03:25,0,000000,0.0,1.0
261,Unapologetic die-hard Boston pro sports teams fan.  Will always support but won't be afraid to call out whenever needed.,,,I've seen anyone root for a disease as much as you do.  Why? (I already know the answer.),,kpease34,2015-01-08T16:51:35,152,1257355162945019912,2020-05-04T17:03:26,0,C0DEED,0.2,0.2
262,Me encanta la verdad...no soporto la deshonestidad!!!!,"Ixtapan de la Sal, México",,".....ay juan, no dudo que sigas diciendo burradas...de lo que hay en el cerebro, habla la boca.... POBRE PAÍS.... m… https://t.co/9lCGZC6m52",,BeatrizlimonH,2013-04-11T15:46:33,115,1257355162802434048,2020-05-04T17:03:25,0,C0DEED,0.0,0.0
263,"RTs are just RTs, may happen by accident.
If you put me on a list, you'll get blocked. 
I support the International #Resistance against Trump et al.","mostly Germany, often not.",,@joseph604 @rlwolff9 @SallyAlbright @KateMikal3 @PoliticalCount2 @femulla @RhinoRedwood @Alysson @Lappos… https://t.co/FdnKvwqWNc,,MaryMieze,2016-09-02T18:33:16,1405,1257355163238531072,2020-05-04T17:03:26,0,F5F8FA,0.0,0.0
264,"Artist ✨ Jewelry Designer ✨ Lover of Life, Honesty and Laughter.","Los Angeles, CA",,"Funniest thing I ever heard… Trump saying, “it would’ve been so easy to be truthful“. About WHO. @realDonaldTrump What a #Moron",,KamiCourtL007,2019-10-05T18:20:32,276,1257355163846705153,2020-05-04T17:03:26,0,F5F8FA,0.04444444444444443,0.7777777777777778
